,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year,month,month_name,day,day_of_week,rt_normalized,profit,profit_ratio,overseas_gross
1489,Company Man,146028.0,146028.0,,12000000.0,2001-03-09,PG-13,,,,,,,,5.0,1305.0,2001,3,March,9,Friday,,-11853972.0,-0.987831,0.0
1490,Come Early Morning,119452.0,119452.0,,6000000.0,2006-11-10,R,,IDP/Goldwyn/Roadside,Original Screenplay,Drama,Contemporary Fiction,Joey Lauren Adams,83.0,6.2,1511.0,2006,11,November,10,Friday,8.3,-5880548.0,-0.9800913333333333,0.0
1491,Con Air,101117573.0,224117573.0,,80000000.0,1997-06-06,R,115.0,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Simon West,57.0,6.6,76052.0,1997,6,June,6,Friday,5.7,144117573.0,1.8014696625,123000000.0
1492,Confidence,12212417.0,12212417.0,,15000000.0,2003-04-25,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,James Foley,71.0,6.8,17111.0,2003,4,April,25,Friday,7.1,-2787583.0,-0.18583886666666666,0.0
1493,Conspiracy Theory,76118990.0,137118990.0,,80000000.0,1997-08-08,R,135.0,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Richard Donner,51.0,6.5,35719.0,1997,8,August,8,Friday,5.1,57118990.0,0.713987375,61000000.0
1494,Contact,100920329.0,165900000.0,,90000000.0,1997-07-11,PG,150.0,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,Robert Zemeckis,67.0,7.3,73684.0,1997,7,July,11,Friday,6.7,75900000.0,0.8433333333333334,64979671.0
1495,The Cooler,8291572.0,10464788.0,,4000000.0,2003-11-26,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,77.0,7.0,19072.0,2003,11,November,26,Wednesday,7.7,6464788.0,1.616197,2173216.0
1496,Copying Beethoven,355968.0,355968.0,,11000000.0,2006-11-10,PG-13,104.0,MGM,Based on Real Life Events,Drama,Dramatization,,,6.8,5017.0,2006,11,November,10,Friday,,-10644032.0,-0.9676392727272727,0.0
1497,Corky Romano,23978402.0,23978402.0,,11000000.0,2001-10-12,PG-13,86.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,5.0,4.2,6739.0,2001,10,October,12,Friday,0.5,12978402.0,1.1798547272727273,0.0
1498,Coraline,75286229.0,124062750.0,46101073.0,60000000.0,2009-02-06,PG,100.0,Focus Features,Based on Book/Short Story,Adventure,Kids Fiction,,89.0,7.8,38464.0,2009,2,February,6,Friday,8.9,64062750.0,1.0677125,48776521.0
1499,Confessions of a Teenage Drama Queen,29331068.0,33051296.0,,15000000.0,2004-02-20,PG,89.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,13.0,4.3,9976.0,2004,2,February,20,Friday,1.3,18051296.0,1.2034197333333334,3720228.0
1500,The Covenant,23364784.0,38164784.0,26360430.0,20000000.0,2006-09-08,PG-13,95.0,Sony/Screen Gems,Based on Comic/Graphic Novel,Thriller/Suspense,Contemporary Fiction,Renny Harlin,3.0,4.8,17736.0,2006,9,September,8,Friday,0.3,18164784.0,0.9082392,14800000.0
1501,Cop Land,44906632.0,63706632.0,,15000000.0,1997-08-15,R,105.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,James Mangold,71.0,6.9,35192.0,1997,8,August,15,Friday,7.1,48706632.0,3.2471088,18800000.0
1502,Couples Retreat,109205660.0,172450423.0,34715888.0,60000000.0,2009-10-09,PG-13,113.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Peter Billingsley,12.0,5.5,18332.0,2009,10,October,9,Friday,1.2,112450423.0,1.8741737166666668,63244763.0
1503,Cradle Will Rock,2899970.0,2899970.0,,32000000.0,1999-12-08,R,,Walt Disney Pictures,Original Screenplay,Drama,Dramatization,Tim Robbins,64.0,6.7,6127.0,1999,12,December,8,Wednesday,6.4,-29100030.0,-0.9093759375,0.0
1504,Crank,27838408.0,33824696.0,28776986.0,12000000.0,2006-09-01,R,88.0,Lionsgate,Original Screenplay,Action,Contemporary Fiction,,61.0,7.1,71094.0,2006,9,September,1,Friday,6.1,21824696.0,1.8187246666666668,5986288.0
1505,Crash,3357324.0,3357324.0,,10000000.0,1996-10-04,R,,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,David Cronenberg,65.0,6.1,20886.0,1996,10,October,4,Friday,6.5,-6642676.0,-0.6642676,0.0
1506,The Crazies,39123589.0,43027734.0,8835872.0,20000000.0,2010-02-26,R,,Overture Films,Remake,Horror,Contemporary Fiction,,71.0,6.7,21135.0,2010,2,February,26,Friday,7.1,23027734.0,1.1513867,3904145.0
1507,Crazy in Alabama,1954202.0,1954202.0,,15000000.0,1999-10-22,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Antonio Banderas,31.0,5.7,3991.0,1999,10,October,22,Friday,3.1,-13045798.0,-0.8697198666666667,0.0
1508,The Crew,13019253.0,13019253.0,,23000000.0,2000-08-25,PG-13,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,19.0,6.0,1307.0,2000,8,August,25,Friday,1.9,-9980747.0,-0.4339455217391304,0.0
1509,Cradle 2 the Grave,34657731.0,56434942.0,,25000000.0,2003-02-28,R,101.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,Andrzej Bartkowiak,26.0,5.4,14834.0,2003,2,February,28,Friday,2.6,31434942.0,1.25739768,21777211.0
1510,Crocodile Hunter: Collision Course,28436931.0,33436931.0,,12500000.0,2002-07-12,PG,90.0,MGM,Based on TV,Comedy,Contemporary Fiction,,,,,2002,7,July,12,Friday,,20936931.0,1.67495448,5000000.0
1511,The In Crowd,5217498.0,5217498.0,,15000000.0,2000-07-19,PG-13,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,2.0,4.2,2720.0,2000,7,July,19,Wednesday,0.2,-9782502.0,-0.6521668,0.0
1512,The Corruptor,15164492.0,15164492.0,,10000000.0,1999-03-12,R,110.0,New Line,Original Screenplay,Action,Contemporary Fiction,James Foley,48.0,5.8,9008.0,1999,3,March,12,Friday,4.8,5164492.0,0.5164492,0.0
1513,Man cheng jin dai huang jin jia,6566773.0,75566773.0,10581873.0,45000000.0,2006-12-21,R,113.0,Sony Pictures Classics,Based on Play,Action,Historical Fiction,Yimou Zhang,,7.0,17975.0,2006,12,December,21,Thursday,,30566773.0,0.6792616222222222,69000000.0
1514,Crash,54557348.0,98387109.0,,6500000.0,2005-05-06,R,107.0,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,Paul Haggis,75.0,6.1,20886.0,2005,5,May,6,Friday,7.5,91887109.0,14.136478307692308,43829761.0
1515,Crossover,7009668.0,7009668.0,2177636.0,5600000.0,2006-09-01,PG-13,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,,3.0,1.7000000000000002,7466.0,2006,9,September,1,Friday,0.3,1409668.0,0.2517264285714286,0.0
1516,Crossroads,37188667.0,57000000.0,,12000000.0,2002-02-15,PG-13,93.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,14.0,6.6,4894.0,2002,2,February,15,Friday,1.4,45000000.0,3.75,19811333.0
1517,The Count of Monte Cristo,54228104.0,54228104.0,,40000000.0,2002-01-25,PG-13,131.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Kevin Reynolds,74.0,7.6,40605.0,2002,1,January,25,Friday,7.4,14228104.0,0.3557026,0.0
1518,Cruel Intentions,38230075.0,75803716.0,,11000000.0,1999-03-05,R,95.0,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Roger Kumble,47.0,6.7,66861.0,1999,3,March,5,Friday,4.7,64803716.0,5.891246909090909,37573641.0
1519,The Cry of the Owl,0.0,0.0,,11500000.0,2009-11-27,R,,,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,14.0,6.2,1244.0,2009,11,November,27,Friday,1.4,-11500000.0,-1.0,0.0
1520,Cry Wolf,10047674.0,15585495.0,,1000000.0,2005-09-16,PG-13,,Focus/Rogue Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,24.0,6.4,372.0,2005,9,September,16,Friday,2.4,14585495.0,14.585495,5537821.0
1521,Crazy Heart,39462438.0,47163756.0,13929671.0,8500000.0,2009-12-16,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,,92.0,7.4,17255.0,2009,12,December,16,Wednesday,9.2,38663756.0,4.548677176470588,7701318.0
1522,crazy/beautiful,16929123.0,19929123.0,,13000000.0,2001-06-29,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,,6.3,12102.0,2001,6,June,29,Friday,,6929123.0,0.5330094615384615,3000000.0
1523,The Last Castle,18208078.0,20541668.0,,60000000.0,2001-10-19,R,,Dreamworks SKG,Original Screenplay,Drama,Contemporary Fiction,Rod Lurie,52.0,6.5,21621.0,2001,10,October,19,Friday,5.2,-39458332.0,-0.6576388666666667,2333590.0
1524,Clockstoppers,36985501.0,38788828.0,,26000000.0,2002-03-29,PG,94.0,Paramount Pictures,Original Screenplay,Adventure,Science Fiction,Jonathan Frakes,28.0,5.0,6392.0,2002,3,March,29,Friday,2.8,12788828.0,0.491878,1803327.0
1525,Catch That Kid,16703799.0,16930762.0,,18000000.0,2004-02-06,PG,,20th Century Fox,Remake,Adventure,Contemporary Fiction,,,4.7,3038.0,2004,2,February,6,Friday,,-1069238.0,-0.059402111111111114,226963.0
1526,Cats & Dogs,93375151.0,200700000.0,,60000000.0,2001-07-04,PG,91.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,53.0,5.2,16912.0,2001,7,July,4,Wednesday,5.3,140700000.0,2.345,107324849.0
1527,The City of Your Final Destination,493296.0,493296.0,,8300000.0,2010-04-16,PG-13,114.0,Hyde Park Films,Based on Book/Short Story,Drama,Contemporary Fiction,James Ivory,40.0,6.6,430.0,2010,4,April,16,Friday,4.0,-7806704.0,-0.9405667469879518,0.0
1528,Cidade de Deus,7563397.0,28763397.0,,3300000.0,2003-01-17,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Katia Lund,,8.8,166897.0,2003,1,January,17,Friday,,25463397.0,7.716180909090909,21200000.0
1529,City of Ghosts,325491.0,325491.0,,17500000.0,2003-04-25,R,,MGM,Original Screenplay,Drama,Contemporary Fiction,Matt Dillon,,5.9,2880.0,2003,4,April,25,Friday,,-17174509.0,-0.9814005142857143,0.0
1530,City by the Sea,22433915.0,22433915.0,,40000000.0,2002-09-06,R,,Warner Bros.,Based on Magazine Article,Drama,Contemporary Fiction,Michael Caton-Jones,48.0,6.1,13487.0,2002,9,September,6,Friday,4.8,-17566085.0,-0.439152125,0.0
1531,The Cube,489220.0,489220.0,,250000.0,1998-09-11,,,,,,,,,7.1,202.0,1998,9,September,11,Friday,,239220.0,0.95688,0.0
1532,Coyote Ugly,60786269.0,115786269.0,,45000000.0,2000-08-04,PG-13,101.0,Walt Disney Pictures,Based on Real Life Events,Drama,Contemporary Fiction,,21.0,5.3,33808.0,2000,8,August,4,Friday,2.1,70786269.0,1.5730282,55000000.0
1533,Curious George,58640119.0,70114174.0,47809786.0,50000000.0,2006-02-10,G,,Universal,Based on Book/Short Story,Comedy,Contemporary Fiction,,69.0,6.7,5393.0,2006,2,February,10,Friday,6.9,20114174.0,0.40228348,11474055.0
1534,Cursed,19294901.0,25114901.0,,35000000.0,2005-02-25,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Fantasy,Wes Craven,,4.8,14425.0,2005,2,February,25,Friday,,-9885099.0,-0.2824314,5820000.0
1535,Civil Brand,254293.0,254293.0,,500000.0,2003-08-29,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,,4.9,340.0,2003,8,August,29,Friday,,-245707.0,-0.491414,0.0
1536,Cloudy with a Chance of Meatballs,124870275.0,139525862.0,42574228.0,100000000.0,2009-09-18,PG,90.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Phil Lord,86.0,7.2,19913.0,2009,9,September,18,Friday,8.6,39525862.0,0.39525862,14655587.0
1537,Charlie Wilson's War,66661095.0,118661095.0,17517037.0,75000000.0,2007-12-21,R,,Universal,Based on Book/Short Story,Drama,Dramatization,Mike Nichols,81.0,7.3,43168.0,2007,12,December,21,Friday,8.1,43661095.0,0.5821479333333334,52000000.0
1538,Cyrus,7426671.0,8514729.0,,7000000.0,2010-06-18,R,,Fox Searchlight,Original Screenplay,Comedy,,Mark Duplass,81.0,,,2010,6,June,18,Friday,8.1,1514729.0,0.21638985714285713,1088058.0
1539,Daddy Day Camp,13235267.0,18197398.0,5405521.0,76000000.0,2007-08-08,PG,85.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,1.0,2.4,6809.0,2007,8,August,8,Wednesday,0.1,-57802602.0,-0.760560552631579,4962131.0
1540,Daddy Day Care,104148781.0,164285587.0,,60000000.0,2003-05-09,PG,92.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,28.0,5.5,14944.0,2003,5,May,9,Friday,2.8,104285587.0,1.7380931166666667,60136806.0
1541,The Black Dahlia,22672813.0,46672813.0,12350794.0,60000000.0,2006-09-15,R,121.0,Universal,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Brian De Palma,33.0,5.6,35210.0,2006,9,September,15,Friday,3.3,-13327187.0,-0.22211978333333332,24000000.0
1542,Diary of a Mad Black Woman,50406346.0,50425450.0,,5500000.0,2005-02-25,PG-13,116.0,Lionsgate,Based on Play,Drama,Contemporary Fiction,,16.0,4.9,5565.0,2005,2,February,25,Friday,1.6,44925450.0,8.168263636363637,19104.0
1543,Dance Flick,25662155.0,32092761.0,,25000000.0,2009-05-22,PG-13,83.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Damien Wayans,17.0,3.4,5002.0,2009,5,May,22,Friday,1.7,7092761.0,0.28371044,6430606.0
1544,"Dancer, Texas Pop. 81",574838.0,574838.0,,2300000.0,1998-05-01,PG,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,80.0,,,1998,5,May,1,Friday,8.0,-1725162.0,-0.7500704347826087,0.0
1545,Daredevil,102543518.0,179179718.0,,80000000.0,2003-02-14,PG-13,105.0,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,44.0,5.5,63574.0,2003,2,February,14,Friday,4.4,99179718.0,1.239746475,76636200.0
1546,Dark City,14435076.0,27257061.0,,27000000.0,1998-02-27,R,,New Line,Original Screenplay,Thriller/Suspense,Fantasy,Alex Proyas,77.0,7.8,62991.0,1998,2,February,27,Friday,7.7,257061.0,0.009520777777777777,12821985.0
1547,His Dark Materials: The Golden Compass,70107728.0,372234864.0,41772382.0,205000000.0,2007-12-01,PG-13,,New Line,Based on Book/Short Story,Adventure,Fantasy,Chris Weitz,,,,2007,12,December,1,Saturday,,167234864.0,0.8157798243902439,302127136.0
1548,Donnie Darko,1270522.0,4116307.0,,4500000.0,2001-10-26,R,,Newmarket Films,Original Screenplay,Drama,Fantasy,Richard Kelly,84.0,8.3,210713.0,2001,10,October,26,Friday,8.4,-383693.0,-0.08526511111111111,2845785.0
1549,Dark Water,25473093.0,49473093.0,,60000000.0,2005-07-08,PG-13,,Walt Disney Pictures,Remake,Thriller/Suspense,Fantasy,Walter Salles,46.0,5.6,19652.0,2005,7,July,8,Friday,4.6,-10526907.0,-0.17544845,24000000.0
1550,Win a Date with Tad Hamilton!,16980098.0,16980098.0,,24000000.0,2004-01-23,PG-13,,Dreamworks SKG,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,52.0,5.7,10366.0,2004,1,January,23,Friday,5.2,-7019902.0,-0.2924959166666667,0.0
1551,Date Movie,48548426.0,84548426.0,18840886.0,20000000.0,2006-02-17,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,6.0,2.6,31821.0,2006,2,February,17,Friday,0.6,64548426.0,3.2274213,36000000.0
1552,Date Night,98711404.0,152253432.0,19432795.0,55000000.0,2010-04-09,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Shawn Levy,67.0,6.5,22925.0,2010,4,April,9,Friday,6.7,97253432.0,1.768244218181818,53542028.0
1553,Dawn of the Dead,58990765.0,102290765.0,,28000000.0,2004-03-19,R,100.0,Universal,Remake,Horror,Science Fiction,Zack Snyder,76.0,7.4,73875.0,2004,3,March,19,Friday,7.6,74290765.0,2.6532416071428573,43300000.0
1554,Daybreakers,30101577.0,48969954.0,11463099.0,20000000.0,2010-01-08,R,,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,Michael Spierig,,6.6,28241.0,2010,1,January,8,Friday,,28969954.0,1.4484977,18868377.0
1555,Day of the Dead,0.0,0.0,,18000000.0,2008-04-08,R,,Warner Bros.,Remake,Horror,Fantasy,Steve Miner,,4.5,8395.0,2008,4,April,8,Tuesday,,-18000000.0,-1.0,0.0
1556,The Great Debaters,30226144.0,30226144.0,24133037.0,15000000.0,2007-12-25,PG-13,130.0,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Denzel Washington,79.0,7.6,14530.0,2007,12,December,25,Tuesday,7.9,15226144.0,1.0150762666666666,0.0
1557,Double Jeopardy,116735231.0,177835231.0,,40000000.0,1999-09-24,R,105.0,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Bruce Beresford,25.0,6.0,28887.0,1999,9,September,24,Friday,2.5,137835231.0,3.445880775,61100000.0
1558,Der Baader Meinhof Komplex,476270.0,16498827.0,,19700000.0,2009-08-21,R,149.0,Vitagraph Films,,,,,,7.4,10383.0,2009,8,August,21,Friday,,-3201173.0,-0.16249609137055837,16022557.0
1559,Deep Blue Sea,73648228.0,165048228.0,,60000000.0,1999-07-28,R,105.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,57.0,5.6,44191.0,1999,7,July,28,Wednesday,5.7,105048228.0,1.7508038,91400000.0
1560,Drive Me Crazy,17843379.0,22591451.0,,8000000.0,1999-10-01,PG-13,91.0,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,John Schultz,26.0,5.1,6968.0,1999,10,October,1,Friday,2.6,14591451.0,1.823931375,4748072.0
1561,Dave Chappelle's Block Party,11718595.0,12051924.0,18713941.0,3000000.0,2006-03-03,R,,Focus Features,Based on Real Life Events,Documentary,Factual,Michel Gondry,,,,2006,3,March,3,Friday,,9051924.0,3.017308,333329.0
1562,Dancer in the Dark,4157491.0,45557491.0,,12500000.0,2000-09-22,R,,Fine Line,Original Screenplay,Musical,Contemporary Fiction,,68.0,7.8,36542.0,2000,9,September,22,Friday,6.8,33057491.0,2.64459928,41400000.0
1563,Diary of the Dead,952620.0,4726656.0,4653193.0,2750000.0,2008-02-15,R,,Weinstein Co.,Original Screenplay,Horror,Fantasy,George A. Romero,,6.0,20792.0,2008,2,February,15,Friday,,1976656.0,0.718784,3774036.0
1564,Dear John,80014842.0,112014842.0,19179552.0,25000000.0,2010-02-05,PG-13,,Sony/Screen Gems,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,28.0,7.0,246.0,2010,2,February,5,Friday,2.8,87014842.0,3.48059368,32000000.0
1565,Dear Wendy,23106.0,446438.0,,8000000.0,2005-09-23,Not Rated,,WellSpring,Original Screenplay,Drama,,Thomas Vinterberg,37.0,6.6,5574.0,2005,9,September,23,Friday,3.7,-7553562.0,-0.94419525,423332.0
1566,D.E.B.S.,96793.0,96793.0,,3500000.0,2005-03-25,PG-13,,Samuel Goldwyn Films,Original Screenplay,Action,,Angela Robinson,,5.1,6675.0,2005,3,March,25,Friday,,-3403207.0,-0.9723448571428571,0.0
1567,Deconstructing Harry,10686841.0,10686841.0,,20000000.0,1997-12-12,R,,Fine Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,70.0,7.2,16820.0,1997,12,December,12,Friday,7.0,-9313159.0,-0.46565795,0.0
1568,Mr. Deeds,126293452.0,171269535.0,,50000000.0,2002-06-28,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,22.0,5.5,39756.0,2002,6,June,28,Friday,2.2,121269535.0,2.4253907,44976083.0
1569,The Deep End of the Ocean,13508635.0,13508635.0,,40000000.0,1999-03-12,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,42.0,6.0,5790.0,1999,3,March,12,Friday,4.2,-26491365.0,-0.662284125,0.0
1570,Deep Rising,11203026.0,11203026.0,,45000000.0,1998-01-30,R,,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Stephen Sommers,30.0,5.7,12484.0,1998,1,January,30,Friday,3.0,-33796974.0,-0.7510438666666667,0.0
1571,"Definitely, Maybe",32241649.0,55534224.0,12928344.0,7000000.0,2008-02-14,PG-13,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,71.0,,,2008,2,February,14,Thursday,7.1,48534224.0,6.933460571428571,23292575.0
1572,Death at a Funeral,42739347.0,42739347.0,9750680.0,21000000.0,2010-04-16,R,,Sony Pictures,Remake,Comedy,Contemporary Fiction,Neil LaBute,38.0,5.1,6628.0,2010,4,April,16,Friday,3.8,21739347.0,1.035207,0.0
1573,DÈj‡ Vu,64038616.0,181038616.0,40502497.0,80000000.0,2006-11-22,PG-13,126.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Tony Scott,,7.0,66106.0,2006,11,November,22,Wednesday,,101038616.0,1.2629827,117000000.0
1574,Delgo,915840.0,915840.0,,40000000.0,2008-12-12,PG,88.0,Freestyle Releasing,Original Screenplay,Adventure,Kids Fiction,,12.0,4.4,1177.0,2008,12,December,12,Friday,1.2,-39084160.0,-0.977104,0.0
1575,Despicable Me,244885070.0,333572855.0,,69000000.0,2010-07-09,PG,95.0,Universal,,Comedy,,,80.0,7.7,10529.0,2010,7,July,9,Friday,8.0,264572855.0,3.8343892028985507,88687785.0
1576,Deuce Bigalow: European Gigolo,22400154.0,44400154.0,,22000000.0,2005-08-12,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,10.0,4.3,18228.0,2005,8,August,12,Friday,1.0,22400154.0,1.0181888181818182,22000000.0
1577,Deuce Bigalow: Male Gigolo,65535067.0,92935067.0,,18000000.0,1999-12-10,R,88.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,23.0,5.6,25397.0,1999,12,December,10,Friday,2.3,74935067.0,4.163059277777778,27400000.0
1578,The Devil's Own,42885593.0,140900000.0,,90000000.0,1997-03-26,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Alan J. Pakula,29.0,5.8,21331.0,1997,3,March,26,Wednesday,2.9,50900000.0,0.5655555555555556,98014407.0
1579,Darkness Falls,32539681.0,32539681.0,,7000000.0,2003-01-24,PG-13,86.0,Sony Pictures,Original Screenplay,Horror,Fantasy,,8.0,4.6,12771.0,2003,1,January,24,Friday,0.8,25539681.0,3.648525857142857,0.0
1580,Defiance,28644813.0,42268745.0,13421577.0,50000000.0,2008-12-31,R,,Paramount Vantage,Original Screenplay,Drama,Historical Fiction,Edward Zwick,56.0,5.9,362.0,2008,12,December,31,Wednesday,5.6,-7731255.0,-0.1546251,13623932.0
1581,A Dog of Flanders,2165637.0,2165637.0,,7000000.0,1999-08-27,PG,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,,17.0,5.9,482.0,1999,8,August,27,Friday,1.7,-4834363.0,-0.6906232857142857,0.0
1582,Dragonfly,30063805.0,30063805.0,,60000000.0,2002-02-22,PG-13,104.0,Universal,Original Screenplay,Drama,Fantasy,Tom Shadyac,7.0,5.8,14098.0,2002,2,February,22,Friday,0.7,-29936195.0,-0.49893658333333335,0.0
1583,The Dead Girl,19875.0,19875.0,,3300000.0,2006-12-29,R,,First Look,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,73.0,6.8,7122.0,2006,12,December,29,Friday,7.3,-3280125.0,-0.9939772727272728,0.0
1584,The Lords of Dogtown,11273517.0,11354893.0,,25000000.0,2005-06-03,PG-13,,Sony/TriStar,Original Screenplay,Action,Dramatization,Catherine Hardwicke,,,,2005,6,June,3,Friday,,-13645107.0,-0.54580428,81376.0
1585,Dick,6276869.0,6276869.0,,13000000.0,1999-08-04,PG-13,,Sony Pictures,Original Screenplay,Comedy,Historical Fiction,Andrew Fleming,70.0,6.1,10451.0,1999,8,August,4,Wednesday,7.0,-6723131.0,-0.517163923076923,0.0
1586,Live Free or Die Hard,134529403.0,383531464.0,100774964.0,110000000.0,2007-06-27,PG-13,128.0,20th Century Fox,Based on Book/Short Story,Action,Contemporary Fiction,Len Wiseman,82.0,7.5,130559.0,2007,6,June,27,Wednesday,8.2,273531464.0,2.486649672727273,249002061.0
1587,Digimon: The Movie,9628751.0,16628751.0,,5000000.0,2000-10-06,PG,,20th Century Fox,Based on TV,Adventure,Kids Fiction,,,4.6,1727.0,2000,10,October,6,Friday,,11628751.0,2.3257502,7000000.0
1588,Dirty Work,10020081.0,10020081.0,,13000000.0,1998-06-12,PG-13,,MGM,Original Screenplay,Comedy,Contemporary Fiction,,17.0,4.8,207.0,1998,6,June,12,Friday,1.7,-2979919.0,-0.22922453846153845,0.0
1589,Banlieue 13,1200216.0,11208291.0,,15000000.0,2006-06-02,R,85.0,Magnolia Pictures,Original Screenplay,Action,Science Fiction,Pierre Morel,,7.1,21427.0,2006,6,June,2,Friday,,-3791709.0,-0.2527806,10008075.0
1590,Disaster Movie,14190901.0,34690901.0,9859088.0,20000000.0,2008-08-29,PG-13,88.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,2.0,1.7000000000000002,34928.0,2008,8,August,29,Friday,0.2,14690901.0,0.73454505,20500000.0
1591,District 9,115646235.0,206552113.0,30058184.0,30000000.0,2009-08-14,R,111.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Neill Blomkamp,91.0,8.3,151742.0,2009,8,August,14,Friday,9.1,176552113.0,5.8850704333333335,90905878.0
1592,Disturbing Behavior,17507368.0,17507368.0,,15000000.0,1998-07-24,R,83.0,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,30.0,5.2,9394.0,1998,7,July,24,Friday,3.0,2507368.0,0.16715786666666665,0.0
1593,Le Scaphandre et le Papillon,5990075.0,19689095.0,2354497.0,14000000.0,2007-11-30,PG-13,,Miramax,Based on Book/Short Story,Drama,Dramatization,Julian Schnabel,,8.0,31172.0,2007,11,November,30,Friday,,5689095.0,0.40636392857142856,13699020.0
1594,Dark Blue,9237470.0,11933396.0,,15000000.0,2003-02-21,R,,MGM,Original Screenplay,Drama,Contemporary Fiction,Ron Shelton,57.0,6.6,10881.0,2003,2,February,21,Friday,5.7,-3066604.0,-0.20444026666666668,2695926.0
1595,Dreaming of Joseph Lees,7680.0,7680.0,,3250000.0,1999-10-29,R,,Fox Searchlight,,,,,,5.8,520.0,1999,10,October,29,Friday,,-3242320.0,-0.9976369230769231,0.0
1596,De-Lovely,13337299.0,18396382.0,,4000000.0,2004-06-25,PG-13,,MGM,Based on Real Life Events,Drama,Historical Fiction,,49.0,6.5,6086.0,2004,6,June,25,Friday,4.9,14396382.0,3.5990955,5059083.0
1597,Madea's Family Reunion,63257940.0,63308879.0,26508859.0,10000000.0,2006-02-24,PG-13,,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,26.0,3.9,5369.0,2006,2,February,24,Friday,2.6,53308879.0,5.3308879,50939.0
